id,تاریخ,کد ملک,نوع ملک,نام مالک,تلفن ,آدرس,تعداد طبقات,تعداد واحد در طبقه,قیمت کل,قیمت واحد,آنالیز قیمت,طبقه,زیربنا,خواب,تلفن,آشپزخانه,سرویس,کفپوش,OPEN,پارکینگ,انباری,بالکن,تجهیزات و امکانات,سن بنا,وضعیت ملک,نما,وضعیت سند,موقعیت مکانی
88,1404/07/12,10520096,آپارتمان,مخفی,,هروی مبارك آباد,2,3,"45,000,000,000 تومان","209,302,000 تومان",30,1,215,4,1,چوبي فلزي,ايراني فرنگي,پارکت,دارد,دارد,ندارد,دارد,شوفاژ کولر گاز ,30,اجاره,آجر,شخصي,شمالی
89,1404/07/10,10570539,آپارتمان,مخفی,,بلوار فردوس غرب خ سازمان برنامه مركزی,4,4,"7,850,000,000 تومان","135,344,000 تومان",24,همكف,58,2,1,MDF,ايراني فرنگي,سنگ,ندارد,دارد,دارد,ندارد,شوفاژ کولر گاز ,24,تخلیه,سنگ,شخصي,شمالی
90,1404/07/13,10132723,آپارتمان,مخفی,,جلفا نرسیده به ك پرستو,4,1,"17,000,000,000 تومان","200,000,000 تومان",نوساز,1,85,2,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,نوساز,تخلیه,سنگ,شخصي,شمالی
91,1404/07/12,10735670,آپارتمان,مخفی,,خواجه نصیر خ سپاه,3,1,"4,390,000,000 تومان","69,682,000 تومان",17,2,63,2,1,MDF,ايراني فرنگي,پارکت,دارد,ندارد,دارد,ندارد,کولر گاز ,17,تخلیه,سنگ,شخصي,جنوبی
92,1404/07/12,10567199,آپارتمان,مخفی,,هنگام شمیران نو خ كامكار,3,1,"3,500,000,000 تومان","92,105,000 تومان",30,3,38,1,1,MDF,ايرانی,سراميک,دارد,ندارد,ندارد,دارد,کولر گاز ,30,تخلیه,سنگ,قولنامه اي,جنوبی
93,1404/07/14,10514701,آپارتمان,مخفی,,دروس بلوار شهرزاد,5,2,"43,960,000,000 تومان","280,000,000 تومان",نوساز,1,157,3,1,نا مشخص,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,کولر آسانسور گاز ,نوساز,مسکونی,سنگ,شخصي,جنوبی
94,1404/07/13,10417058,آپارتمان,مخفی,,سعادت آباد خ سرو غربی,4,1,"23,000,000,000 تومان","191,666,000 تومان",17,4,120,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,17,مسکونی,سنگ,شخصي,شمالی
95,1404/07/14,10736125,آپارتمان,مخفی,,تهرانپارس بزرگراه رسالت,5,4,"5,200,000,000 تومان","81,250,000 تومان",6,1,64,1,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور پکیج گاز ,6,تخلیه,سنگ,شخصي,جنوبی
96,1404/07/14,10451046,آپارتمان,مخفی,,آیت الله كاشانی خ بهنام,4,2,"10,000,000,000 تومان","76,330,000 تومان",17,4,131,3,1,MDF,ايرانی,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر گاز ,17,مسکونی,آجر,شخصي,جنوبی
97,1404/07/14,10199106,آپارتمان,نظری,,جمال زاده جنوبی ك عبدالله زاده پ 10,4,2,"5,000,000,000 تومان","80,645,000 تومان",,4,62,1,1,چوبي,ايراني فرنگي,پارکت,دارد,ندارد,دارد,دارد,شوفاژ کولر ,17,مسکونی,سنگ,شخصي,جنوبی
98,1404/07/14,10729925,آپارتمان,مخفی,,سهروردی شمالی نرسیده به كوچه آزادی,4,1,"18,245,000,000 تومان","205,000,000 تومان",162,4,89,2,2,MDF,ايراني فرنگي,سنگ,دارد,دارد,ندارد,ندارد,شوفاژ کولر آسانسور گاز ,نوساز,مسکونی,,,شمالی
99,1404/07/13,10527327,آپارتمان,مخفی,,اشرفی اصفهانی باغ فیض,5,2,"13,000,000,000 تومان","117,110,000 تومان",6,2,111,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,6,مسکونی,سنگ,شخصي,شمالی
100,1404/07/14,3960928,آپارتمان,مخفی,,ولنجك بلوار دانشجو,4,2,"30,000,000,000 تومان","222,222,000 تومان",806,1,135,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر ,30,اجاره,آجر سه سانت,,شمالی
101,1404/07/13,3979159,آپارتمان,مخفی,,هنگام بلواراستقلال خ جمال لو,4,3,"7,500,000,000 تومان","93,750,000 تومان",20,2,80,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,شوفاژ کولر گاز ,20,مسکونی,آجر سه سانت,شخصي,شمالی
102,1404/07/12,10571331,آپارتمان,مخفی,,نارمك خ مدائن,4,2,"5,850,000,000 تومان","90,000,000 تومان",25,3,65,1,1,فلزي,ايراني فرنگي,سراميک,دارد,ندارد,دارد,ندارد,کولر گاز ,25,تخلیه,سنگ,شخصي,شمالی
103,1404/07/12,10149079,آپارتمان,مخفی,,كوی فراز بلوار ذبیحی,11,4,"14,000,000,000 تومان","121,739,000 تومان",,3,115,2,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور پکیج گاز ,13,اجاره,سيمان,تعاوني,شمالی
104,1404/07/10,10134440,آپارتمان,مخفی,,محمودیه بالاتراز خ زهره,5,2,"25,000,000,000 تومان","223,214,000 تومان",,4,112,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,ندارد,دارد,شوفاژ کولر آسانسور ,10,اجاره,سنگ,شخصي,شمالی
105,1404/07/14,10566919,آپارتمان,مخفی,,سعادت آباد خ 24متری,17,2,"77,400,000,000 تومان","300,000,000 تومان",21,12,258,4,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور گاز ,21,مسکونی,سنگ,شخصي,شمالی
106,1404/07/10,10349810,آپارتمان,مخفی,,مجیدیه جنوبی خ استاد حسن بنا,4,1,"4,200,000,000 تومان","71,186,000 تومان",21,4,59,1,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,ندارد,کولر گاز ,21,تخلیه,سنگ,شخصي,شمالی
107,1404/07/12,10735685,آپارتمان,مخفی,,پیچ شمیران خ قائدی,5,2,"6,500,000,000 تومان","91,540,000 تومان",6,1,71,2,1,MDF,ايراني فرنگي,سراميک,دارد,ندارد,دارد,ندارد,شوفاژ کولر آسانسور گاز ,6,تخلیه,سنگ,شخصي,جنوبی
108,1404/07/13,10588071,آپارتمان,مخفی,,نارمك خ آیت,4,1,"5,625,000,000 تومان","75,000,000 تومان",30,2,75,2,1,MDF,فرنگی,سراميک,دارد,ندارد,دارد,دارد,شوفاژ کولر گاز ,30,تخلیه,سيمان,شخصي,شمالی
109,1404/07/12,10735696,آپارتمان,مخفی,,تهرانپارس بلوار پروین ك آذری,6,3,"6,200,000,000 تومان","96,875,000 تومان",8,5,64,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,ندارد,دارد,کولر آسانسور پکیج ,8,مسکونی,سنگ,شخصي,شمالی
110,1404/07/13,10732181,آپارتمان,مخفی,,وحیدیه میدان تسلیحات,4,1,"4,930,000,000 تومان","94,807,000 تومان",6,2,52,1,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,دارد,کولر آسانسور پکیج گاز ,6,تخلیه,سنگ,شخصي,جنوبی
111,1404/07/12,10731431,آپارتمان,مخفی,,تهرانپارس فلكه سوم خ 198 شرقی,5,2,"16,800,000,000 تومان","120,000,000 تومان",17,1,140,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور ,17,تخلیه,سنگ,شخصي,جنوبی
112,1404/07/13,10709055,آپارتمان,مخفی,,اپادانا خ خرمشهر  خ عربعلی,5,4,"19,800,000,000 تومان","220,000,000 تومان",,مختلف,90,2,1,MDF,فرنگی,سراميک,ندارد,دارد,دارد,دارد,آسانسور پکیج ,نوساز,تخلیه,سنگ,شخصي,شمالی
113,1404/07/14,10736203,آپارتمان,مخفی,,ازگل نرسیده به داروخانه دكتر احمدی,7,2,"22,680,000,000 تومان","189,000,000 تومان",9,1,120,2,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,کولر آسانسور پکیج گاز ,9,تخلیه,سنگ,شخصي,جنوبی
114,1404/07/13,10542720,آپارتمان,مخفی,,سئول زكی زاده,6,3,"22,000,000,000 تومان","241,758,000 تومان",,2,91,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,آسانسور چیلر ,5,تخلیه,سنگ,شخصي,جنوبی
115,1404/07/12,10053193,آپارتمان,مخفی,,هفت تیر خ بهارشمالی,4,2,"5,500,000,000 تومان","87,301,000 تومان",,4,63,2,1,MDF,ايرانی,سراميک,دارد,ندارد,ندارد,دارد,شوفاژ کولر گاز ,26,اجاره,سنگ,شخصي,جنوبی
116,1404/07/14,10564362,آپارتمان,مخفی,,پیروزی خ دهم فروردین,4,1,"4,500,000,000 تومان","68,181,000 تومان",17,4,66,2,1,MDF,ايرانی,سراميک,ندارد,دارد,دارد,ندارد,کولر گاز ,17,مسکونی,سنگ,شخصي,شمالی
117,1404/07/13,10565848,آپارتمان,مخفی,,طرشت میدان سماء,6,8,"14,400,000,000 تومان","120,000,000 تومان",3,1,120,3,1,چوبي,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,آسانسور پکیج ,3,تخلیه,ترکیبی,شخصي,غربی
118,1404/07/12,3740782,آپارتمان,مخفی,,اشرفی اصفهانی سیمون بولیوار شهرك نفت,7,5,"22,800,000,000 تومان","200,000,000 تومان",نوساز,مختلف,120,2,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,کولر آسانسور گاز ,نوساز,تخلیه,ترکیبی,شخصي,جنوبی
119,1404/07/13,10628769,آپارتمان,مخفی,,نارمك بالاتر از میدان نبوت,5,1,"24,850,000,000 تومان","175,000,000 تومان",2,2,142,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,آسانسور ,2,تخلیه,سنگ,شخصي,شمالی
120,1404/07/12,10079830,آپارتمان,مخفی,,پیروزی خ پرستارشمالی,5,2,"5,800,000,000 تومان","105,454,000 تومان",20,1,55,1,1,MDF,ايرانی,سراميک,دارد,ندارد,ندارد,ندارد,شوفاژ کولر گاز ,20,تخلیه,سنگ,شخصي,شمالی
121,1404/07/14,2238608,آپارتمان,مخفی,,جنت آباد بزرگراه ایرانپارس,4,2,"8,500,000,000 تومان","100,000,000 تومان",20,1,85,2,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,دارد,شوفاژ کولر حیاط گاز ,20,مسکونی,سنگ,اوقافي,جنوبی
122,1404/07/13,10416248,آپارتمان,مخفی,,زعفرانیه خ نیاززاده,5,1,"278,200,000,000 تومان","650,000,000 تومان",9,4,428,4,1,فرنيش,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور استخر سونا جکوزی ,9,مسکونی,سنگ,شخصي,جنوبی
123,1404/07/13,10564692,آپارتمان,مخفی,,شریعتی بهار شیراز خ خداپرست,4,2,"6,400,000,000 تومان","80,000,000 تومان",,4,80,2,1,MDF,ايرانی,PVC,دارد,ندارد,دارد,دارد,شوفاژ کولر گاز ,22,مسکونی,سنگ,,جنوبی
124,1404/07/12,10516990,آپارتمان,مخفی,,تهرانپارس خ وفادارشرقی,3,1,"7,500,000,000 تومان","125,000,000 تومان",70,زیرهمكف,60,1,1,فلزي,ايرانی,سراميک,دارد,ندارد,دارد,دارد,کولر گاز ,22,اجاره,سيمان,,شمالی
125,1404/07/12,10474735,آپارتمان,مخفی,,دروس خ یارمحمدی,6,1,"102,000,000,000 تومان","300,000,000 تومان",7,1,340,4,1,MDF,ايرانی,سنگ,دارد,دارد,دارد,دارد,کولر آسانسور چیلر پکیج گاز ,7,تخلیه,سنگ,شخصي,شمالی
126,1404/07/14,10736129,آپارتمان,مخفی,,وحیدیه میدان تسلیحات,4,2,"4,950,000,000 تومان","95,192,000 تومان",11,4,52,1,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,ندارد,شوفاژ کولر آسانسور پکیج گاز ,11,تخلیه,سنگ,شخصي,جنوبی
127,1404/07/13,10574985,آپارتمان,مخفی,,نارمك هفت حوض,4,1,"6,200,000,000 تومان","116,981,000 تومان",18,2,53,1,1,MDF,ايرانی,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر گاز ,18,اجاره,سنگ,شخصي,شمالی
128,1404/07/13,10731497,آپارتمان,مخفی,,حكیمیه خ گلریز,4,1,"12,250,000,000 تومان","115,566,000 تومان",10,2,106,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,کولر آسانسور پکیج ,10,اجاره,سنگ,شخصي,جنوبی
129,1404/07/12,10542752,آپارتمان,مخفی,,آیت الله كاشانی خ الهی,5,2,"25,200,000,000 تومان","240,000,000 تومان",نوساز,4,105,2,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,کولر آسانسور گاز ,نوساز,تخلیه,سنگ,شخصي,جنوبی
130,1404/07/12,10253778,آپارتمان,مخفی,,نظام آباد خ مدنی جنوبی,4,1,"4,845,000,000 تومان","95,000,000 تومان",10,4,51,1,1,MDF,ايرانی,سراميک,دارد,دارد,ندارد,ندارد,کولر آسانسور پکیج گاز ,10,اجاره,سنگ,شخصي,شمالی
131,1404/07/12,10267109,آپارتمان,مخفی,,آیت الله كاشانی بلوار اباذر,5,1,"29,120,000,000 تومان","160,000,000 تومان",18,5,182,4,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,18,مسکونی,سنگ,شخصي,شمالی
132,1404/07/12,10333952,آپارتمان,مخفی,,هنگام شمیران نو خ شقایق,4,1,"1,600,000,000 تومان","38,090,000 تومان",2,4,45,1,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,دارد,کولر گاز ,2,مسکونی,سنگ,قولنامه اي,شمالی
133,1404/07/13,10523236,آپارتمان,مخفی,,جشنواره خ سیری,3,2,"6,000,000,000 تومان","64,516,000 تومان",30,1,93,2,1,فلزي,ايرانی,سراميک,دارد,دارد,دارد,دارد,کولر ,30,مسکونی,سنگ,شخصي,شمالی
134,1404/07/13,10735826,آپارتمان,مخفی,,سبلان شمالی خ عبدیلی,4,2,"4,000,000,000 تومان","76,923,000 تومان",12,3,52,1,1,MDF,ايراني فرنگي,سراميک,دارد,ندارد,دارد,ندارد,شوفاژ کولر آسانسور گاز ,12,اجاره,سنگ,شخصي,شرقی
135,1404/07/13,10735828,آپارتمان,مخفی,,خواجه عبدالله خ ابوذر غفاری,4,1,"19,500,000,000 تومان","140,287,000 تومان",18,4,139,3,1,MDF,فرنگی,پارکت,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور پکیج گاز ,18,اجاره,سنگ,شخصي,جنوبی
136,1404/07/12,10354992,آپارتمان,مخفی,,جنت آباد خ چهارباغ غربی,5,4,"18,370,000,000 تومان","167,000,000 تومان",4,5,110,2,1,MDF,ايراني فرنگي,لامنيت,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور گاز ,4,تخلیه,سنگ,شخصي,جنوبی
137,1404/07/12,10729548,آپارتمان,مخفی,,بزرگراه ارتش شهرك قائم,2,1,"40,000,000,000 تومان","199,004,000 تومان",201,دو واحد,148,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,کولر پکیج گاز ,24,مسکونی,,,شمالی
138,1404/07/13,10515579,آپارتمان,مخفی,,جردن خ عاطفی غربی,8,2,"38,700,000,000 تومان","215,000,000 تومان",23,2,180,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,کولر آسانسور گاز ,23,مسکونی,سنگ,شخصي,جنوبی
139,1404/07/13,2674777,آپارتمان,مخفی,,ولنجك خ دوازدهم,4,2,"30,000,000,000 تومان","260,869,000 تومان",30,4,115,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور گاز ,30,مسکونی,سنگ,شخصي,جنوبی
140,1404/07/13,10574583,آپارتمان,مخفی,,تهران پارس خ 190 شرقی,4,2,"7,000,000,000 تومان","75,268,000 تومان",26,3,93,2,1,فلزي,ايرانی,سراميک,دارد,ندارد,دارد,ندارد,شوفاژ کولر ,26,مسکونی,سنگ,شخصي,جنوبی
141,1404/07/13,10275472,آپارتمان,مخفی,,شمس آباد خ منصوری,6,4,"20,250,000,000 تومان","135,000,000 تومان",1,6,150,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور پکیج گاز ,1,تخلیه,سنگ,شخصي,شمالی
142,1404/07/12,10298221,آپارتمان,مخفی,,جنت آباد مركزی خ خرداد,5,3,"11,500,000,000 تومان","185,483,000 تومان",2,1,62,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,کولر آسانسور پکیج ,2,اجاره,سنگ,شخصي,جنوبی
143,1404/07/12,10574657,آپارتمان,مخفی,,كامرانیه جنوبی خ تاجیكی,10,5,"50,000,000,000 تومان","454,545,000 تومان",,9,110,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور گاز ,18,مسکونی,سيمان,شخصي,شمالی
